index,MORGAN_BTSR
6964,11101100001100000001000000000110011010010000100011000001000010010100010011100000010110100000001001001110001100001010000001100100
6965,11000100001001010010000000000000010000010001010110100000010010011000000010100100010001101000000100001100000100000001010001000110
6966,01010000111100001000011010000010110100011000101001011001011110000000010110100000010000000000000010111010010100010101100001011100
6967,01010000011110000101101000000010011000010001000000000111011000000000001000011010010000100001011010001011010000000100001101111100
6968,10111010101000001101000000010010110000010100000000001010001100010100000010010000110001101011000000011100001000000000011011100000
6969,10000000101000101111001001100100110011010000010100001001001010101000100001000000010100100010001001001000000000000000000001110100
6970,00000000001000000001000100001001010001111000000100000001001011000000000000000000110000100110011100101000001000100101001101000100
6971,10000001011101000000010000000000010110010000000100000101001000111010000011000010010001100110000000001010100010000000000001010101
6972,00100100000000001000000001000010010110110010000100000011010000001000000010010000110001100010000111001000000000011100100110000000
6973,10000101110000000000010000010010010100000010110100100001010000001000000001101000110010100010010010001100010100000100000001100000
6974,00001001000001001001000000000000000001000000000101000000000000011000110100010100110001100000000000001000000100000000000010000000
6975,10010100001000000000000000000010011001110100010100000010100000001001010000100100111000110010000001001110000101000000000000100111
6976,10000100001000010000010010001000111001110100010100000000110000001111000010100111111000110011000001001010000001000000000000100101
6977,11000101101000000000011000000011010010000000101110000000001000001100000000010001011010100010000000101000000100110000000101110001
6978,11010100001110001000000000010011010001010000010000100111000000000001000111000000100000100000000000010000001110010100001100010100
6979,01000000000001000011000000110100110010110000010000000001000000000000000010000001101000000000001001100000001000000000001100000000
6980,01000000000000000000000000010101010001100000000001000101001000000000000000110001010000100011001011001000000100001000000100100100
6981,01000000000000000000000000010001010001100000000001000101001000000000000000100001010000100011000011001000000100001000000100100100
6982,01010010100001001000000000101010011000000010010000000001010110000000100111000000100000000000000000001010000000011111011000010100
6983,11001000000001001000000001000010010000010000010001100111000000000100010001000000111000001010010101011010000101000000100011110100
6984,01000000011100001000000000001111011000010001100000001011000000000000000000000001000010100000000001010010000001000000000001011100
6985,11010100001000011011100001010010010010011000001000100001010000000101000001000000110010000000010010000100001000000101010001110100
6986,10000100101001000010000000010100010001011001000100000001001000011010111001010111110100100000000010101000000000000000000000000101
6987,10000011001000000010000000101111010000010000000100100001001000011011000111000100010010101000010000001000000100001100001011100000
6988,11011100101101100000000000000110110011010000010100100000001010001001000000011100110110110000000010001000000000100000011001100100
6989,01000000000010000000000000000010010010011000000100000001000100001000000001000011110010100000000000000000111001000010010000010000
6990,00110010101000000000000001000000011010111001000000001010001100010000111000110001110000100000001010001000001101000100000000001000
6991,01100100000000101000000101000010010100010111000100000101010000001000000111000001110000100010000000101000110000001000100000110000
6992,00010100011010001000001001010010000000010000000101000010001100011010000000011001110001100000000010101000100101000100010001010000
6993,10000000001000010000000010011011110001010001000101000100001100011010001010000100110000100010000000011000010100011000000000000100
6994,01000100001001001000010100100000110010100000000100000001001010011100110011000000110100110000001000011011000101000100000000111100
6995,01000000001000010100000000101100010100110000101000111011000001001000100010000000100000101000000100000110010001000000000001000000
6996,00000100101000000000000000101100010001110011000100001000000000001000100000010001011000100000001010001000010100000000100001000000
6997,00000000001000001010000100100010010010110101011010000001001010001000000001000011100000001001000000001000010000110000010100010100
6998,10101000011001001110101001001010010000010001000010001001001100001100010001100000010100000000000000001000110000101000010110010100
6999,01001100101000000000100001001110010110010000010000000001011010000011111000101000110010000000000000001000001101000011000001110100
7000,01000100001010010000000100000011010000010010000100000001001001011010010001000000110001110010000010001000100000000000100101101100
7001,11000010101010001000001000010010010010011000111000000001000000000100000010100001100001010000100010000001001010110010000101111100
7002,01000000101010000000000000100000010000101000000010001001000000100010100000000111100000000101001000010000000000000000001100010000
